,school_name,school_addr,latitude,longitude
230,영도중학교,서울특별시 양천구 목동중앙남로 27,37.5364895,126.86636609999998
231,양정중학교,서울특별시 양천구 안양천로 1039,37.5347501,126.8871706
232,봉영여자중학교,서울특별시 양천구 목동동로2길 68,37.50907279999999,126.8607466
233,등명중학교,서울특별시 강서구 공항대로39길 39,37.5601467,126.84330520000002
234,성재중학교,서울특별시 강서구 허준로 36,37.5692295,126.8452929
235,삼정중학교,서울특별시 강서구 금낭화로 210,37.581086,126.8108847
236,수명중학교,서울특별시 강서구 수명로2길 16,37.548646500000004,126.8236662
237,공진중학교,서울특별시 강서구 양천로55길 56,37.566476200000004,126.851037
238,경서중학교,서울특별시 강서구 양천로59길 31,37.561242573499996,126.85776179860001
239,공항중학교,서울특별시 강서구 방화대로 241,37.562459600000004,126.8153399
240,송정중학교,서울특별시 강서구 남부순환로 121,37.5537316,126.81507590000001
241,백석중학교,서울특별시 강서구 등촌로51나길 35,37.548351700000005,126.85880800000001
242,방화중학교,서울특별시 강서구 개화동로27길 9,37.565107399999995,126.80687820000001
243,방원중학교,서울특별시 강서구 금낭화로 268,37.57604620000001,126.8088127
244,염창중학교,서울특별시 강서구 양천로67가길 83,37.5539218,126.8717382
245,염경중학교,서울특별시 강서구 양천로69길 35,37.5540683,126.8707547
246,화원중학교,서울특별시 강서구 강서로17나길 86,37.5363887,126.84251370000001
247,등원중학교,서울특별시 강서구 화곡로65길 50,37.5597222,126.851607
248,마포중학교,서울특별시 강서구 화곡로 403,37.5599899275,126.85313284879999
249,화곡중학교,서울특별시 강서구 강서로45길 70,37.5488204,126.8328267
250,명덕여자중학교,서울특별시 강서구 강서로47길 34-10,37.5536011,126.834718
251,신정여자중학교,서울특별시 강서구 등촌로13아길 20,37.5380245,126.8568925
252,덕원중학교,서울특별시 강서구 강서로45길 91-44,37.5485816,126.8290111
253,등촌중학교,서울특별시 강서구 공항대로 484-12,37.552640999999994,126.85940579999999
254,반포중학교,서울특별시 서초구 신반포로 67,37.5030439,126.9918514
255,이수중학교,서울특별시 서초구 방배중앙로3길 32,37.480957399999994,126.99030220000002
256,경원중학교,서울특별시 서초구 신반포로33길 39,37.5107518,127.0089613
257,원촌중학교,서울특별시 서초구 사평대로45길 10,37.506062,127.0139388
258,신반포중학교,서울특별시 서초구 신반포로19길 26,37.5060693,126.995876
259,방배중학교,서울특별시 서초구 동광로 144,37.4944786,126.99825449999999
260,서일중학교,서울특별시 서초구 서운로21길 2,37.4990561,127.02213870000001
261,서운중학교,서울특별시 서초구 서운로 115,37.493992999999996,127.0247303
